ID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53
PF3D7_1229000	0.0106	0.0266	0.0943	0.1341	0.1678	0.1985	0.2058	0.2158	0.2077	0.2523	0.3699	0.4215	0.4312	0.5311	0.5351	0.42	0.4443	0.435	0.3049	0.2698	0.2452	0.1356	0.0502	0.0427	0.0082	-0.027	-0.0552	-0.057	-0.0503	-0.0496	-0.0325	-0.0185	0.0092	-0.0012	-0.0106	-0.0513	-0.0403	-0.0622	-0.0871	-0.106	-0.1024	-0.1074	-0.1173	-0.1172	-0.117	-0.0902	-0.1226	-0.1427	-0.1421	-0.0771	-0.0184	0.1108	0.2919
PF3D7_1229100	-0.5284	-0.1734	0.0419	0.2528	0.3724	0.3911	0.4555	0.5287	0.5573	0.6467	0.7708	0.8053	0.7207	0.6397	0.4946	0.4082	0.3296	0.3424	0.3479	0.3876	0.3061	0.1793	0.0547	-0.0854	-0.2441	-0.3673	-0.4816	-0.6265	-0.744	-0.8619	-0.9805	-1.0217	-1.0531	-1.0574	-1.1079	-1.1869	-1.2631	-1.2766	-1.3097	-1.1884	-1.0628	-0.9508	-0.8916	-0.8391	-0.8776	-0.8128	-0.8126	-0.8328	-0.6465	-0.4306	-0.403	-0.1729	-0.2289
PF3D7_1229400	-0.4812	-0.5426	-0.5652	-0.645	-0.8039	-0.8197	-0.8099	-0.832	-0.631	-0.4669	-0.4085	-0.3431	-0.2862	-0.3787	-0.1669	-0.2027	-0.113	-0.051	0.139	0.1224	0.2353	0.2317	0.3412	0.2124	0.1811	0.1876	0.185	0.1709	0.2659	0.2798	0.3069	0.4571	0.4378	0.3901	0.3795	0.3384	0.1617	0.1093	0.0206	-0.1088	-0.1932	-0.2293	-0.3737	-0.5524	-0.6801	-0.7397	-0.9307	-1.0079	-0.8549	-0.7678	-0.6105	-0.3091	-0.0726
PF3D7_1229500	-0.5222	-0.4518	-0.4125	-0.3908	-0.3979	-0.4377	-0.4025	-0.4054	-0.2823	-0.1305	-0.0357	0.0824	0.1748	0.1835	0.2462	0.2685	0.2851	0.3347	0.3925	0.4059	0.494	0.5276	0.529	0.4501	0.3866	0.3055	0.2556	0.116	0.1143	0.1058	0.0956	0.0745	0.1331	0.0973	0.0726	0.0145	-0.0741	-0.1453	-0.237	-0.3366	-0.4315	-0.4668	-0.5364	-0.6323	-0.7018	-0.7301	-0.821	-0.8713	-0.7545	-0.6262	-0.483	-0.2239	-0.0419
PF3D7_1229600	0.0187	-0.0284	-0.0719	-0.0019	-0.0506	-0.0566	-0.0339	-0.0047	-0.1369	-0.2294	-0.3668	-0.4301	-0.5903	-0.6101	-0.5566	-0.4116	-0.3376	-0.1864	-0.172	-0.1562	-0.1522	-0.1662	-0.0841	0.0331	0.1282	0.1679	0.3056	0.2337	0.2147	0.1854	0.2008	0.0805	0.0941	0.0885	0.1163	0.0872	0.1111	0.0894	0.1195	0.1452	0.1394	0.1385	0.1572	0.1547	0.1349	0.1714	0.2115	0.2341	0.1558	0.1154	0.029	-0.0883	-0.1453
PF3D7_1229800	0.2791	0.2544	0.2017	0.1702	0.2403	0.2286	0.2299	0.2021	0.0852	-0.1948	-0.4054	-0.7242	-0.8604	-1.092	-1.3428	-1.493	-1.5779	-1.7523	-1.7472	-1.6721	-1.736	-1.7416	-1.7134	-1.6489	-1.6007	-1.4601	-1.2929	-1.1875	-1.1934	-1.0559	-0.9206	-0.8274	-0.6083	-0.3133	-0.1038	0.1307	0.3274	0.2835	0.4096	0.4488	0.5353	0.6987	0.9682	1.1675	1.3966	1.6419	1.7638	1.8049	1.7077	1.5241	1.0389	0.5915	-0.0709
PF3D7_1229900.1	0.1175	0.1104	0.092	0.0647	0.055	0.0336	0.0303	0.0038	0.0087	-0.004	-0.0138	-0.0311	-0.0173	-0.0459	-0.0778	-0.0976	-0.1155	-0.133	-0.103	-0.0925	-0.0597	-0.0142	0.0282	0.0192	0.0342	0.0115	0.0072	-0.0417	-0.0173	-0.0012	0.0405	0.0545	0.1093	0.1018	0.0809	0.0881	0.0919	0.0755	0.0956	0.1392	0.1426	0.2857	0.3663	0.4179	0.4655	0.5116	0.4037	0.388	0.3688	0.2898	0.1994	0.0859	-0.0894
PF3D7_1229900.2	0.1175	0.1104	0.092	0.0647	0.055	0.0336	0.0303	0.0038	0.0087	-0.004	-0.0138	-0.0311	-0.0173	-0.0459	-0.0778	-0.0976	-0.1155	-0.133	-0.103	-0.0925	-0.0597	-0.0142	0.0282	0.0192	0.0342	0.0115	0.0072	-0.0417	-0.0173	-0.0012	0.0405	0.0545	0.1093	0.1018	0.0809	0.0881	0.0919	0.0755	0.0956	0.1392	0.1426	0.2857	0.3663	0.4179	0.4655	0.5116	0.4037	0.388	0.3688	0.2898	0.1994	0.0859	-0.0894
PF3D7_1230100	0.185	0.1408	0.1332	0.1554	0.1783	0.1482	0.1695	0.2048	0.1933	0.2066	0.2524	0.2614	0.1862	0.1856	0.1294	0.1289	0.0883	0.0968	0.066	0.0652	0.0649	0.1124	0.0825	0.052	0.0275	-0.0309	-0.1036	-0.0944	-0.0868	-0.072	-0.0717	-0.0566	-0.0438	-0.0374	-0.0319	-4e-04	0.0324	0.003	0.0014	0.0173	-0.0066	-0.0271	0.0205	0.0557	0.0583	0.0621	0.1148	0.1193	0.0795	0.0687	0.0876	0.0406	0.0592
PF3D7_1230400	0.3217	0.1095	-0.05	-0.1837	-0.3363	-0.381	-0.4738	-0.5041	-0.4986	-0.408	-0.4768	-0.4945	-0.426	-0.5012	-0.4543	-0.3545	-0.2866	-0.2509	-0.1213	-0.0793	-0.0567	-0.0109	0.0447	0.0388	0.0654	0.1041	0.0913	0.089	0.1951	0.2163	0.2442	0.3687	0.3625	0.2742	0.2654	0.2378	0.1418	0.1791	0.2281	0.1497	0.1425	0.1459	0.0793	-0.0206	0.0095	-0.0464	-0.0472	-0.063	-0.0458	-0.0664	-0.0306	-0.0702	-0.0476
PF3D7_1230500	0.1917	0.104	0.1155	0.0861	0.1295	0.2765	0.3489	0.3729	0.4485	0.5789	0.6937	0.7703	1.147	0.8632	0.9098	0.7085	0.5979	0.2025	0.4207	0.165	0.1233	0.0666	0.0736	0.0922	0.1378	0.1255	0.0584	0.0064	-0.044	-0.0635	-0.1137	-0.0594	-0.1104	-0.1284	-0.1991	-0.2321	-0.3262	-0.3063	-0.392	-0.4583	-0.4759	-0.4482	-0.4879	-0.4538	-0.3818	-0.3779	-0.4403	-0.4749	-0.3972	-0.3572	-0.1576	0.0928	0.3591
PF3D7_1230600	-0.1952	-0.2468	-0.2776	-0.2902	-0.3087	-0.2945	-0.2807	-0.2716	-0.2052	-0.091	-0.0724	-0.0195	0.0465	0.0486	0.0931	0.1534	0.1617	0.1782	0.1767	0.1795	0.189	0.2042	0.2824	0.2661	0.2501	0.2221	0.1806	0.1174	0.1409	0.1462	0.1495	0.1798	0.1695	0.1423	0.119	0.108	0.0494	0.0145	-0.0575	-0.1297	-0.158	-0.2008	-0.2297	-0.2352	-0.2628	-0.3002	-0.3165	-0.3323	-0.3206	-0.2267	-0.1695	-0.0374	0.1118
PF3D7_1230700	-0.2949	-0.1209	-0.0027	0.0776	0.0408	-0.0396	-0.0904	-0.1942	-0.2603	-0.2804	-0.3611	-0.3822	-0.4082	-0.4743	-0.4937	-0.4416	-0.4092	-0.354	-0.2573	-0.1614	-0.1471	-0.1831	-0.1732	-0.2823	-0.2403	-0.2108	-0.1688	-0.209	-0.1339	-0.1064	-0.0754	-0.0482	0.0066	0.0299	0	-0.0032	-0.0584	-0.0345	0.0389	-0.0035	0.0412	0.1609	0.1909	0.1317	0.1529	0.1293	0.0515	0.0458	0.0573	0.0751	-0.0685	-0.2043	-0.5242
PF3D7_1230800	-0.1894	0.0422	0.1217	0.2179	0.2964	0.2727	0.3238	0.3877	0.4163	0.3902	0.4419	0.3882	0.4687	0.4778	0.5116	0.4878	0.4844	0.2767	0.1658	0.0476	0.035	0.0592	0.1098	0.1392	0.1197	0.0635	0.029	0.0172	-0.0064	-0.0564	-0.0561	-0.1763	-0.2254	-0.2124	-0.1913	-0.223	-0.1835	-0.203	-0.2878	-0.347	-0.4086	-0.4236	-0.45	-0.4555	-0.4337	-0.382	-0.4039	-0.4265	-0.3303	-0.2658	-0.1703	0.0301	0.1986
PF3D7_1230900	0.2109	0.4587	0.5631	0.6853	0.7119	0.6459	0.6446	0.6721	0.6575	0.5692	0.6171	0.5873	0.526	0.5063	0.4776	0.4939	0.4475	0.3292	0.2321	0.2045	0.0985	0.1093	0.1362	0.1109	0.072	0.0179	-0.0324	-0.0625	-0.155	-0.2524	-0.3369	-0.4805	-0.5317	-0.4765	-0.4443	-0.4242	-0.368	-0.3971	-0.4294	-0.4082	-0.3784	-0.3706	-0.3676	-0.2759	-0.2242	-0.1168	-0.0431	-0.0221	0.1226	0.2113	0.2759	0.4825	0.5066
PF3D7_1231100	0.0096	-0.0721	-0.135	-0.2395	-0.3332	-0.3397	-0.3933	-0.4851	-0.5131	-0.5246	-0.6125	-0.5951	-0.5237	-0.4603	-0.3022	-0.2419	-0.2941	-0.2419	-0.2217	-0.313	-0.3147	-0.2546	-0.3761	-0.3676	-0.3484	-0.3504	-0.3496	-0.1767	-0.1247	-0.0558	0.0198	0.0973	0.0879	0.0477	0.0267	0.0349	5e-04	0.0547	0.0458	-0.0892	-0.1633	-0.1731	-0.2585	-0.1921	-0.0556	-0.0072	0.0464	0.0475	0.0908	0.0608	0.1456	0.1566	0.1657
PF3D7_1231200	0.841	0.5078	0.3531	0.1181	0.1456	0.2002	0.2167	0.1789	0.2334	0.1201	0.0093	-0.1169	-0.1328	-0.2738	-0.3803	-0.3968	-0.4888	-0.5509	-0.4117	-0.3645	-0.4342	-0.3414	-0.4084	-0.5742	-0.6724	-0.655	-0.7445	-0.6718	-0.5959	-0.5325	-0.4846	-0.3798	-0.3322	-0.2401	-0.121	-0.0166	0.0508	0.1349	0.2367	0.2275	0.2375	0.2445	0.2525	0.2947	0.4862	0.6941	0.8443	0.8362	1.0696	0.9435	0.9538	1.0537	0.949
PF3D7_1231300	0.3112	0.2245	0.1938	0.1734	0.1614	0.246	0.2383	0.2607	0.2803	0.2881	0.2492	0.1879	0.1952	0.1519	0.1196	0.0777	0.0918	0.0574	0.0286	-0.0051	-0.0275	-0.0612	-0.0868	-0.0738	-0.0708	-0.0547	-0.0341	-0.0148	-0.0434	-0.0301	-0.0184	0.0032	-0.001	0.0404	0.0536	0.0393	0.0169	0.0274	0.068	0.0934	0.1144	0.0879	0.1319	0.1317	0.1355	0.2212	0.3611	0.4199	0.5488	0.4906	0.4757	0.3775	0.1851
PF3D7_1231400	0.3453	0.1869	0.1319	0.0403	0.0874	0.13	0.144	0.1177	0.1353	0.0645	0.0296	-0.0435	-0.0287	-0.0806	-0.0876	-0.1726	-0.2153	-0.2856	-0.2909	-0.3294	-0.3321	-0.3384	-0.3411	-0.3687	-0.4073	-0.4028	-0.4187	-0.3983	-0.3651	-0.3285	-0.3024	-0.2485	-0.213	-0.1678	-0.1238	-0.0511	0.0026	0.0249	0.0865	0.1055	0.1277	0.1297	0.1863	0.2034	0.3325	0.4701	0.638	0.635	0.8098	0.7039	0.644	0.5717	0.3511
PF3D7_1231500	0.409	0.1588	0.092	-0.022	0.0086	0.1197	0.1188	0.0844	0.1346	0.178	0.0995	0.1067	0.1849	0.1451	0.2481	0.2185	0.2146	0.1864	0.1984	0.0681	0.0135	-0.0922	-0.1291	-0.2278	-0.269	-0.2566	-0.3156	-0.2726	-0.2178	-0.1905	-0.1857	-0.0552	-0.1221	-0.1355	-0.1284	-0.136	-0.1903	-0.1365	-0.1805	-0.3036	-0.3384	-0.39	-0.4519	-0.4304	-0.2766	-0.1831	-0.0857	-0.1048	0.1656	0.2178	0.5171	0.8749	1.175
PF3D7_1231600	-0.4096	-0.3259	-0.3014	-0.2357	-0.2104	-0.2098	-0.1827	-0.1062	-0.0895	-0.0488	0.05	0.1274	0.1107	0.1445	0.0904	0.0502	0.0037	-0.0164	-0.0783	-0.0393	-0.0276	-0.0165	0.0388	0.0586	0.0559	0.0084	-0.0326	-0.1085	-0.0985	-0.126	-0.093	-0.0877	-0.0369	-0.0218	-0.0601	-0.0426	-0.0205	-0.0513	-0.1151	-0.1112	-0.1766	-0.1951	-0.1943	-0.1543	-0.0903	-0.1013	-0.1252	-0.0825	-0.147	-0.1779	-0.2356	-0.3348	-0.4464
PF3D7_1231800	-0.3618	-0.1376	-0.0323	0.0947	0.1886	0.1977	0.2451	0.3046	0.269	0.2803	0.3489	0.3839	0.3287	0.4083	0.3563	0.3703	0.3121	0.3153	0.2161	0.1011	-0.0421	-0.154	-0.2042	-0.2292	-0.1817	-0.1781	-0.1249	-0.1505	-0.1995	-0.2641	-0.3114	-0.3585	-0.3775	-0.3232	-0.3124	-0.2829	-0.2588	-0.2337	-0.2689	-0.1896	-0.2027	-0.2594	-0.3516	-0.3912	-0.4908	-0.523	-0.5147	-0.5404	-0.5568	-0.5052	-0.6012	-0.6247	-0.7275
PF3D7_1231900	-0.1681	-0.1977	-0.2746	-0.2977	-0.3054	-0.28	-0.2372	-0.2082	-0.1594	-0.0631	0.0152	0.0998	0.2181	0.3279	0.4349	0.3912	0.3494	0.2942	0.1693	0.0641	0.0352	0.0233	-0.0073	-0.0126	-0.0869	-0.0921	-0.1056	-0.043	0.0105	0.093	0.1403	0.1701	0.1471	0.1226	0.0918	0.0552	0.0366	0.0653	0.0858	0.0872	0.0794	0.0531	-0.0251	-0.0725	-0.0978	-0.1436	-0.187	-0.1948	-0.2545	-0.2788	-0.2558	-0.2119	-0.1084
PF3D7_1232000	-0.0881	-0.0896	-0.1111	-0.0852	-0.1894	-0.1674	-0.1736	-0.1465	-0.1701	-0.1355	-0.1164	-0.0441	-0.0892	0.0098	0.1136	0.1324	0.1565	0.2526	0.1664	0.0656	0.0414	-0.0155	0.0123	0.059	0.133	0.1655	0.2031	0.1714	0.2135	0.2242	0.2564	0.2469	0.2132	0.1765	0.1621	0.1277	0.1143	0.1508	0.1764	0.1148	0.0952	0.0471	0.0527	0.0126	0.0621	0.0388	0.0786	0.0779	0.0094	-0.0204	-0.0684	-0.1831	-0.2463
PF3D7_1232100	-0.952	-0.8526	-0.9122	-0.8754	-0.9565	-1.1426	-1.1366	-1.1642	-1.1982	-1.1098	-1.0104	-0.9386	-0.7881	-0.7183	-0.6692	-0.4864	-0.3696	-0.2333	-0.0814	0.1076	0.2027	0.2419	0.2091	0.1907	0.1834	0.1623	0.1537	0.136	0.1395	0.1334	0.1228	0.1205	0.1668	0.1612	0.1718	0.1497	0.1166	0.0775	-0.0184	-0.1424	-0.2335	-0.2721	-0.34	-0.3428	-0.3827	-0.4205	-0.4878	-0.5127	-0.6161	-0.596	-0.6783	-0.7406	-0.7936
PF3D7_1232200	-0.0313	-0.0804	-0.1068	-0.1593	-0.1271	-0.1359	-0.1319	-0.1647	-0.1337	-0.1795	-0.2499	-0.2713	-0.2673	-0.3288	-0.3439	-0.288	-0.3011	-0.1879	-0.1188	-0.0661	-0.0637	-0.0103	-0.1708	-0.1915	-0.1733	-0.1585	-0.1853	-0.1073	-0.0679	-0.0608	-0.0203	0.0168	0.0599	0.0614	0.0497	0.0226	0.019	-0.0263	-0.0679	-0.0876	-0.0499	0.0286	0.0361	0.0832	0.0898	0.0448	-0.0595	-0.0307	-0.0933	-0.084	-0.1271	-0.1644	-0.2136
PF3D7_1232300	-0.0538	-0.0475	-0.0182	-0.052	-0.1159	-0.1803	-0.2493	-0.3647	-0.405	-0.3823	-0.4296	-0.4266	-0.384	-0.3683	-0.3323	-0.2765	-0.2766	-0.2312	-0.2023	-0.1811	-0.1185	-0.0327	0.0178	0.0789	0.1018	0.1017	0.1101	0.1028	0.1395	0.1463	0.1984	0.2541	0.2677	0.243	0.3001	0.3281	0.3048	0.3264	0.3434	0.3312	0.2741	0.2517	0.1993	0.1657	0.1138	0.1077	0.0752	0.0866	0.0659	0.0361	0.0444	0.0624	0.1103
PF3D7_1232400	0.3712	0.3019	0.2886	0.2654	0.3818	0.4103	0.4326	0.5094	0.5242	0.3784	0.3319	0.2482	0.148	0.1109	0.1192	0.1437	0.1168	0.0934	0.0313	-0.0244	-0.0716	-0.04	-0.0901	-0.0778	-0.096	-0.0961	-0.0712	0.0162	-0.0168	-0.0377	-0.0486	-0.2041	-0.2942	-0.2467	-0.205	-0.1844	-0.0542	-0.0032	0.0707	0.099	0.1589	0.1327	0.1209	0.1089	0.1346	0.1942	0.273	0.2911	0.4416	0.4059	0.5111	0.6731	0.7884
PF3D7_1232500	0.6794	0.4532	0.3302	0.233	0.2542	0.2865	0.3149	0.2805	0.1539	-0.1387	-0.4244	-0.7898	-1.0128	-1.2504	-1.4639	-1.6078	-1.5813	-1.649	-1.6402	-1.5862	-1.5056	-1.5463	-1.4542	-1.317	-1.1981	-1.0104	-0.7674	-0.666	-0.5695	-0.4372	-0.3536	-0.3749	-0.2921	-0.1612	-0.0897	0.0249	0.1955	0.2868	0.4021	0.3694	0.3588	0.4165	0.4448	0.4916	0.7446	0.9355	1.0207	1.057	1.1116	0.9864	0.7867	0.6215	0.2627
PF3D7_1232700	-0.1009	-0.0222	0.0294	0.0182	0.0167	-0.0382	-0.0642	-0.1439	-0.0973	-0.1151	-0.0983	-0.1361	-0.0799	-0.2182	-0.1644	-0.3859	-0.3585	-0.3909	-0.2561	-0.2613	-0.0743	-0.0514	-0.0045	-0.0564	-0.1311	-0.1669	-0.2042	-0.283	-0.2717	-0.2183	-0.1259	-0.0751	-0.0246	-0.0016	-0.0172	-0.0252	-0.0437	-0.0583	-0.0608	-0.0364	-0.0358	0.016	0.0605	0.1142	0.1607	0.1989	0.1891	0.191	0.1677	0.0916	0.013	-0.0741	-0.226
PF3D7_1232800	-0.0323	-0.1017	-0.2077	-0.2378	-0.2443	-0.4567	-0.5365	-0.6491	-0.9596	-1.3255	-1.4945	-1.6304	-1.7912	-1.7378	-1.6767	-1.5268	-1.466	-1.4279	-1.3103	-1.2137	-1.1092	-0.9776	-0.9221	-0.8385	-0.6921	-0.6426	-0.5051	-0.3316	-0.229	-0.1826	-0.0444	-0.0503	0.0784	0.1161	0.1867	0.2398	0.3322	0.3469	0.3423	0.4428	0.4983	0.5859	0.6146	0.7085	0.714	0.7128	0.699	0.755	0.5831	0.4212	0.08	-0.3586	-0.7874
PF3D7_1232900	-0.536	-0.4085	-0.4075	-0.3839	-0.4489	-0.4817	-0.4759	-0.4471	-0.4023	-0.2479	-0.0999	0.0754	0.1578	0.3065	0.4389	0.4383	0.4388	0.5011	0.4251	0.3406	0.321	0.2918	0.3315	0.3196	0.33	0.2969	0.2574	0.1866	0.2159	0.1925	0.2069	0.2411	0.2046	0.1579	0.1286	0.0704	-0.031	-0.0426	-0.0836	-0.138	-0.1106	-0.1013	-0.1523	-0.1855	-0.2158	-0.2903	-0.3366	-0.356	-0.3658	-0.3087	-0.2884	-0.2248	-0.1485
PF3D7_1233000	-0.062	-0.0247	-0.0119	0.0063	0.0101	0.007	-0.0134	0.0081	0.0059	0.0146	-0.0188	-0.0321	-0.0494	-0.0737	-0.0933	-0.0126	0.0231	0.0622	0.093	0.1229	0.1173	0.0887	0.1995	0.2031	0.2448	0.2966	0.3456	0.2058	0.2135	0.1675	0.1036	0.0653	0.0722	0.0613	0.0709	0.0474	0.0494	0.0634	0.0999	0.0899	0.0862	0.0831	0.0752	0.0088	-0.0487	-0.0579	-0.0979	-0.1121	-0.1728	-0.1321	-0.18	-0.2055	-0.1863
PF3D7_1233100	-0.0786	0.0063	0.0379	0.0693	0.1182	0.1583	0.1896	0.2537	0.2878	0.261	0.2379	0.2009	0.1789	0.1791	0.2096	0.2722	0.2963	0.2757	0.2318	0.2117	0.1574	0.1346	0.1261	0.1285	0.1172	0.0656	0.0994	0.1609	0.1445	0.1104	0.1028	-0.0117	-0.1099	-0.1309	-0.124	-0.1227	-0.0653	-0.0631	-0.0358	0.0217	0.0439	-0.0218	-0.0719	-0.0874	-0.1717	-0.1581	-0.1475	-0.0996	-0.0662	-0.061	-0.0347	0.0651	0.1488
PF3D7_1233200.1	-0.0132	0.0055	0.0022	0.0196	0.03	0.0545	0.0675	0.0895	0.0666	0.0556	0.0244	0.0219	-0.0016	-0.0129	-0.0572	-0.068	-0.1362	-0.1747	-0.1685	-0.1618	-0.1884	-0.1603	-0.1416	-0.135	-0.1439	-0.0942	-0.072	-0.0694	-0.0838	-0.0722	-0.0903	-0.0646	-0.0601	-0.0514	-0.0543	-0.0529	-0.0805	-0.0756	-0.0579	-0.0457	-0.0355	0.0141	0.0819	0.1469	0.2027	0.2454	0.3064	0.322	0.2875	0.2531	0.2944	0.2612	0.3612
PF3D7_1233200.2	-0.0132	0.0055	0.0022	0.0196	0.03	0.0545	0.0675	0.0895	0.0666	0.0556	0.0244	0.0219	-0.0016	-0.0129	-0.0572	-0.068	-0.1362	-0.1747	-0.1685	-0.1618	-0.1884	-0.1603	-0.1416	-0.135	-0.1439	-0.0942	-0.072	-0.0694	-0.0838	-0.0722	-0.0903	-0.0646	-0.0601	-0.0514	-0.0543	-0.0529	-0.0805	-0.0756	-0.0579	-0.0457	-0.0355	0.0141	0.0819	0.1469	0.2027	0.2454	0.3064	0.322	0.2875	0.2531	0.2944	0.2612	0.3612
PF3D7_1233300	-0.3299	-0.1734	0.0255	0.112	0.1736	0.1816	0.159	0.0694	0.0216	0.0269	-0.0184	-0.0509	-0.0565	-0.0249	-0.0473	0.0407	0.1642	0.2025	0.1987	0.2555	0.2338	0.159	0.106	0.1022	0.0715	7e-04	-0.0491	-0.0181	0.0319	0.0378	0.0939	0.074	0.0524	-0.0133	0.0049	-0.0132	0.0262	-0.0274	-0.0273	-0.1088	-0.123	-0.1452	-0.1062	-0.1114	-0.0867	-0.1052	-0.1177	-0.1253	-0.1779	-0.1508	-0.1397	-0.1021	-0.0095
PF3D7_1233400	-0.2101	-0.0912	0.0162	0.0917	0.1337	0.2406	0.259	0.3291	0.4079	0.4586	0.4363	0.502	0.4482	0.4268	0.4578	0.4582	0.4739	0.4699	0.4161	0.331	0.2269	0.1035	0.1858	0.2057	0.1987	0.2416	0.2459	0.0875	0.0043	-0.0681	-0.137	-0.1753	-0.1832	-0.1871	-0.1903	-0.2302	-0.2599	-0.2861	-0.3382	-0.3364	-0.3309	-0.3435	-0.3585	-0.37	-0.3915	-0.346	-0.3538	-0.3839	-0.2888	-0.1896	-0.1783	-0.0581	-0.0447
PF3D7_1233600	-0.6816	-0.4997	-0.4703	-0.3852	-0.4285	-0.536	-0.5569	-0.5512	-0.5824	-0.5338	-0.4914	-0.4339	-0.439	-0.4565	-0.4912	-0.3924	-0.3116	-0.2319	-0.1367	-0.0101	0.0581	0.0904	0.1325	0.1497	0.164	0.1611	0.2072	0.0987	0.1222	0.0653	0.0359	-0.0484	0.0627	0.0497	0.0696	0.0463	0.0546	-0.0063	-0.0587	-0.0485	-0.1125	-0.1511	-0.1905	-0.2358	-0.3373	-0.3437	-0.3973	-0.4224	-0.4951	-0.4806	-0.6493	-0.7845	-0.9811
PF3D7_1233700	0.1778	0.2513	0.3071	0.3177	0.3574	0.3818	0.3754	0.3479	0.307	0.2771	0.245	0.2174	0.1566	-0.0775	-0.1689	-0.2208	-0.2936	-0.3164	-0.1061	-0.1428	-0.231	-0.2278	-0.1925	-0.2111	-0.1505	-0.1611	-0.2102	-0.2629	-0.2234	-0.2395	-0.1847	-0.1056	-0.0897	-0.1184	-0.1029	-0.0741	-0.0823	-0.0618	-0.0418	0.3582	0.4253	0.4769	0.5513	0.6195	0.3185	0.2929	0.3377	0.352	0.3675	0.3113	0.3095	0.2447	0.1432
PF3D7_1234100	-0.3107	-0.2587	-0.2461	-0.2197	-0.1387	-0.2291	-0.2576	-0.2258	-0.3225	-0.433	-0.3971	-0.4126	-0.5055	-0.4734	-0.58	-0.4691	-0.4208	-0.3818	-0.4081	-0.2688	-0.3089	-0.2743	-0.3197	-0.242	-0.2244	-0.2236	-0.1834	-0.1105	-0.0764	-0.1181	-0.1031	-0.2121	-0.1849	-0.1671	-0.1257	-0.1245	-0.045	-0.0397	-0.0683	-0.0425	-0.0613	-0.1004	-0.1352	-0.1217	-0.1248	-0.0823	-0.0828	-0.0555	-0.11	-0.1149	-0.2897	-0.3988	-0.6023
PF3D7_1234200	-0.232	-0.1883	-0.2117	-0.1869	-0.2407	-0.3025	-0.3012	-0.3182	-0.3548	-0.3602	-0.3631	-0.3652	-0.3462	-0.3094	-0.2757	-0.1717	-0.0989	-0.0583	-0.0486	-0.0048	0.0111	0.0479	0.0781	0.1101	0.1285	0.1517	0.2026	0.1915	0.2053	0.1924	0.1868	0.1258	0.1532	0.1494	0.1876	0.1643	0.1592	0.134	0.1262	0.1084	0.0953	0.066	0.0772	0.09	0.0778	0.0758	0.1317	0.1653	0.0994	0.0725	0.0416	-0.0661	-0.0688
PF3D7_1234300	-0.1718	-0.1143	-0.0641	-0.0507	-0.0477	-0.061	-0.0673	-0.1045	-0.1079	-0.1025	-0.156	-0.2039	-0.197	-0.2479	-0.2503	-0.2073	-0.1586	-0.1143	-0.038	0.0225	0.0572	0.0677	0.1027	0.1017	0.1161	0.1132	0.0991	0.1141	0.1327	0.1267	0.121	0.1016	0.0308	-0.0175	-0.0477	-0.0526	-0.0176	-0.0342	-0.0417	-0.061	-0.0635	-0.1039	-0.1166	-0.1201	-0.1341	-0.1694	-0.1872	-0.1778	-0.2386	-0.2189	-0.1884	-0.1466	0.0046
PF3D7_1234500	-0.1188	-0.0019	0.0703	0.1112	0.2164	0.2056	0.2332	0.2942	0.2947	0.2332	0.3281	0.3453	0.2957	0.4159	0.3796	0.3124	0.2562	0.2184	0.1004	0.1056	0.0867	0.1032	0.1104	0.095	0.0617	0.0218	-0.0324	-0.0593	-0.0709	-0.0494	-0.0841	-0.0674	-0.0711	-0.0686	-0.0679	-0.0162	-0.0079	-0.0213	-0.0201	-0.0449	-0.037	-0.028	-0.0172	-0.024	-0.0198	-0.0621	-0.0917	-0.0815	-0.1383	-0.1026	-0.0688	-0.0212	0.1195
PF3D7_1234700	-0.0159	-0.0863	-0.1153	-0.1377	-0.1289	-0.1199	-0.1171	-0.0975	-0.1085	-0.0967	-0.0254	0.0254	0.0115	0.0955	0.1061	0.0813	0.1089	0.1284	0.0542	0.0257	0.0014	-0.0344	-0.0057	0.019	0.059	0.0846	0.1031	0.0781	0.0995	0.0826	0.0625	0.0367	0.0146	-0.0049	0.0032	-0.0158	-0.0199	-0.014	-0.0381	-0.0296	-0.0457	-0.0708	-0.0847	-0.0909	-0.1162	-0.1119	-0.0608	-0.056	-0.0544	-0.0713	-0.0972	-0.1644	-0.2183
PF3D7_1234800	-0.3482	-0.2117	-0.1148	-0.0665	0.0342	0.0855	0.1228	0.1612	0.2777	0.3083	0.4085	0.4433	0.509	0.4274	0.3394	0.2141	0.1738	0.0855	0.1199	0.2049	0.1952	0.1877	0.2748	0.2632	0.2209	0.2164	0.2014	0.0579	0.0275	0.0063	-0.0221	-0.0121	0	-0.0411	-0.0877	-0.148	-0.2291	-0.2403	-0.2678	-0.228	-0.2353	-0.2632	-0.2709	-0.3159	-0.4353	-0.4451	-0.4954	-0.5594	-0.607	-0.5062	-0.5093	-0.4367	-0.3385
