ID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53
PF3D7_0625400	0.8163	0.599	0.5184	0.3805	0.3664	0.5393	0.5768	0.6081	0.7632	0.8624	0.7843	0.6986	0.711	0.5651	0.4982	0.3192	0.2436	0.1237	0.0708	-0.0869	-0.1951	-0.3765	-0.4029	-0.5648	-0.7226	-0.847	-0.9918	-1.2053	-1.3303	-1.3657	-1.4093	-1.3412	-1.3178	-1.2412	-1.2069	-1.073	-0.9756	-0.8664	-0.7658	-0.8188	-0.8581	-0.8348	-0.8176	-0.7168	-0.4323	-0.1561	8e-04	0.0185	0.3052	0.4193	0.6035	0.9409	1.058
PF3D7_0625500	0.0114	0.0117	-0.0042	0.0145	0.0455	0.113	0.1331	0.1429	0.1131	0.08	0.0132	0.0593	0.0351	0.1385	0.2554	0.2358	0.1542	0.2007	0.1014	-0.0709	-0.0914	-0.0853	-0.1696	-0.172	-0.1349	-0.1023	-0.0819	-0.0133	0.0204	0.0406	0.0335	9e-04	-0.0158	-0.038	-0.0572	-0.0265	0.0046	0.0396	0.0365	0.0381	0.0241	-0.0265	-0.0834	-0.0905	-0.0805	-0.1018	-0.0871	-0.0918	-0.0497	-0.0541	-0.0022	0.081	0.1132
PF3D7_0625600	-0.0847	0.0492	0.2168	0.2538	0.2211	0.3158	0.2995	0.2747	0.3445	0.4626	0.4472	0.4588	0.4659	0.3919	0.4632	0.3719	0.3275	0.3036	0.2984	0.1538	0.0952	-0.0405	-0.1348	-0.2309	-0.2619	-0.2989	-0.384	-0.456	-0.4951	-0.5184	-0.5512	-0.4792	-0.3843	-0.3876	-0.4621	-0.559	-0.649	-0.7375	-0.846	-0.9084	-0.8116	-0.7762	-0.726	-0.5913	-0.5688	-0.6075	-0.605	-0.6856	-0.5386	-0.369	-0.1925	0.042	0.073
PF3D7_0625900	-0.0657	-0.0381	-0.0453	-0.0771	-0.0625	-0.0679	-0.0731	-0.0754	-0.0499	-0.0753	-0.0845	-0.0644	-0.0279	-0.0584	-0.0468	-0.0661	-0.0973	-0.1051	-0.0578	-0.0271	0.0073	0.0373	0.0326	0.0474	0.0098	-0.0117	-0.0192	-0.0099	-0.0191	-0.0058	0.0096	0.0084	0.0122	0.0104	-0.0077	-0.0044	-0.0127	-0.0257	-0.0213	-0.0151	0.0264	0.1757	0.211	0.2505	0.2952	0.2625	0.1416	0.1347	0.0896	0.0447	0.0831	0.0878	0.1698
PF3D7_0626000	-0.3249	-0.2384	-0.1843	-0.1216	-0.0871	-0.0733	-0.0751	-0.0671	-0.0926	-0.0032	0.0814	0.137	0.2152	0.3078	0.2079	0.2032	0.1644	0.1323	0.0955	0.1175	0.0881	0.0509	0.0128	-0.0222	0.0194	-0.0029	0.0056	0.0135	0.0193	-0.0147	-0.0332	-0.0214	-0.0238	-0.0439	-0.0799	-0.1128	-0.1421	-0.1495	-0.2032	-0.2312	-0.2534	-0.3037	-0.3561	-0.3449	-0.382	-0.4106	-0.404	-0.4115	-0.4459	-0.384	-0.3375	-0.2904	-0.1795
PF3D7_0626100	0.0647	-0.0302	-0.1071	-0.1858	-0.2372	-0.2695	-0.3	-0.2871	-0.2632	-0.227	-0.2294	-0.2141	-0.2101	-0.1871	-0.1716	-0.1495	-0.1119	-0.0781	-0.0373	-0.0153	0.0155	0.0309	0.0351	0.0498	0.0814	0.1104	0.1062	0.1693	0.1379	0.1312	0.1255	0.1181	0.0758	0.0735	0.0795	0.0502	0.0664	0.0697	0.0796	0.0765	0.085	0.0836	0.0592	-0.0017	-0.0369	-0.0369	-0.0518	-0.0663	-0.0612	-0.0784	-0.1023	-0.1354	-0.1235
PF3D7_0626200	-0.0101	0.0506	0.1433	0.1503	0.2472	0.3494	0.3534	0.3807	0.3897	0.3617	0.3711	0.3999	0.3152	0.4606	0.3999	0.2694	0.1544	0.109	-0.0204	-0.0751	-0.0721	-0.0397	-0.016	-0.0264	-0.0236	-0.0398	-0.0868	-0.1017	-0.1063	-0.1035	-0.0676	-0.0232	-0.0028	-0.0093	-0.0024	0.0012	-0.0143	-0.0146	-0.0484	-0.036	-0.0317	-0.0804	-0.1397	-0.1308	-0.1801	-0.2369	-0.2636	-0.2681	-0.3376	-0.2933	-0.3048	-0.2225	-0.1163
PF3D7_0626300	0.0266	0.0322	0.0409	0.0365	0.0319	0.0195	0.0465	0.0642	0.0998	0.1198	0.1644	0.162	0.145	0.1198	0.1344	0.1322	0.0996	0.1238	0.1699	0.1514	0.1211	0.1251	0.0365	0.0154	0.0239	0.0137	0.034	0.0891	0.0593	0.0351	0.0488	0.0264	0.0236	0.011	0.0211	0.0269	0.0206	0.0451	0.0695	0.0984	0.0954	0.1065	0.084	0.0785	0.0223	0.0258	0.0274	0.0393	0.07	0.1291	0.1548	0.2035	0.2164
PF3D7_0626400	0.2399	0.2047	0.1953	0.162	0.1437	0.1012	0.0635	-0.0812	-0.1418	-0.2299	-0.3332	-0.4642	-0.4415	-0.595	-0.6757	-0.7244	-0.7408	-0.7711	-0.6616	-0.5512	-0.4953	-0.4321	-0.3235	-0.2834	-0.2788	-0.1949	-0.1142	-0.0691	-0.0081	0.0425	0.1014	0.1865	0.1926	0.2253	0.2748	0.3265	0.3105	0.3244	0.4149	0.4309	0.4812	0.5598	0.6591	0.654	0.7222	0.7325	0.7971	0.8258	0.751	0.6263	0.4598	0.1598	-0.0689
PF3D7_0626700	0.4197	0.3479	0.3528	0.3157	0.1842	0.1984	0.1688	0.1561	0.2681	0.3781	0.4326	0.4471	0.4414	0.3443	0.4071	0.2925	0.2771	0.2847	0.3098	0.2257	0.2351	0.1397	0.216	0.2073	0.2125	0.2819	0.374	0.3217	0.3119	0.2793	0.1903	0.1817	0.0953	0.0162	-0.0155	-0.0566	-0.1936	-0.1985	-0.2346	-0.4211	-0.4583	-0.4586	-0.5294	-0.6144	-0.4986	-0.4643	-0.5359	-0.6116	-0.4345	-0.3655	-0.1981	0.0999	0.3113
PF3D7_0626800	-0.2974	-0.3743	-0.3971	-0.454	-0.5388	-0.4914	-0.4866	-0.4821	-0.4321	-0.3624	-0.3462	-0.2786	-0.2758	-0.2067	-0.123	-0.1029	-0.0537	0.0523	0.0606	0.087	0.0857	0.0454	0.0306	0.0793	0.1544	0.2518	0.2944	0.3017	0.289	0.269	0.2037	0.238	0.2457	0.2363	0.2077	0.1916	0.1324	0.1321	-0.0078	-0.2453	-0.3723	-0.4266	-0.5941	-0.6758	-0.6606	-0.7154	-0.8682	-0.8988	-0.8689	-0.8173	-0.8655	-0.8835	-1.0341
PF3D7_0626900	-0.1051	-9e-04	0.1291	0.1778	0.188	0.2028	0.1954	0.1582	0.1446	0.1021	-0.0416	-0.1673	-0.1317	-0.1991	-0.0926	-0.0232	0.0661	0.0402	0.1116	0.099	0.1027	0.096	0.0114	-0.1114	-0.1592	-0.2511	-0.2887	-0.2937	-0.2131	-0.1772	-0.1371	-0.1894	-0.2157	-0.283	-0.3561	-0.3052	-0.2527	-0.2817	-0.2578	-0.2973	-0.3028	-0.2766	-0.2607	-0.2214	-0.1517	-0.1409	-0.2245	-0.2311	-0.2005	-0.127	0.167	0.6037	1.2181
PF3D7_0627100	0.0406	0.2158	0.266	0.3281	0.3357	0.3286	0.369	0.334	0.3332	0.2948	0.2353	0.1698	0.1105	0.066	-0.0272	-0.0991	-0.1885	-0.2375	-0.3306	-0.3931	-0.4528	-0.4665	-0.5096	-0.5177	-0.5415	-0.5337	-0.5639	-0.5558	-0.5672	-0.5354	-0.5196	-0.4926	-0.4731	-0.4023	-0.3854	-0.3667	-0.3114	-0.2307	-0.1943	-0.2131	-0.1777	-0.143	-0.1068	-0.0964	0.0368	0.1216	0.1429	0.0755	0.2219	0.2194	0.2	0.263	0.0628
PF3D7_0627200	0.0569	0.0879	0.144	0.1292	0.1099	0.1083	0.088	0.0427	0.0673	0.0931	0.0966	0.0929	0.0802	0.0789	0.0884	0.0906	0.0684	0.0753	0.1018	0.0899	0.0825	0.1084	0.1188	0.0707	0.0562	0.0281	0.0133	0.0176	0.0388	0.0379	0.0603	0.0678	0.0556	0.0576	0.0403	0.0523	0.0624	0.0759	0.0912	0.1611	0.1338	0.1357	0.1178	0.0992	0.0318	0.0323	0.0264	0.0196	0.0104	-0.0072	0.0408	0.0633	0.1443
PF3D7_0627300	0.0806	0.1131	0.1289	0.0758	0.0148	-0.0131	-0.1033	-0.218	-0.19	-0.1862	-0.254	-0.3181	-0.3465	-0.4383	-0.5487	-0.6237	-0.6097	-0.6193	-0.6186	-0.5251	-0.4904	-0.482	-0.348	-0.3134	-0.3093	-0.2261	-0.1051	-0.1169	-0.0444	0.0138	0.0532	0.0365	0.0447	0.0247	0.0383	0.0158	3e-04	0.0521	0.0887	0.1155	0.1703	0.2904	0.2834	0.1819	0.1142	0.1096	-0.0286	-0.069	-0.0367	-0.0237	-0.1312	-0.1852	-0.2486
PF3D7_0627400	-0.0518	-0.0674	-0.1246	-0.1799	-0.2426	-0.2716	-0.3137	-0.2867	-0.2515	-0.125	0.0103	0.1398	0.1901	0.2289	0.3058	0.2478	0.2106	0.2308	0.2183	0.1379	0.1195	0.1258	0.1443	0.191	0.23	0.2404	0.2168	0.2208	0.2427	0.2504	0.2578	0.3283	0.3027	0.2336	0.1903	0.1401	0.0365	0.0522	0.0524	-0.0096	-0.0192	0.0043	-0.0757	-0.1678	-0.1839	-0.2236	-0.3299	-0.3519	-0.3338	-0.2983	-0.235	-0.1178	0.0406
PF3D7_0627500	-0.7469	-0.73	-0.6916	-0.6852	-0.6697	-0.5915	-0.5375	-0.4832	-0.3972	-0.2965	-0.3265	-0.2386	-0.1871	-0.135	-0.0112	0.0709	0.1223	0.2439	0.3457	0.3944	0.4301	0.4033	0.2699	0.1705	0.1473	0.0727	0.0057	0.1455	0.1804	0.1813	0.2494	0.3538	0.2505	0.1932	0.1186	0.0276	-0.1551	-0.2405	-0.4505	-0.712	-0.8986	-1.0508	-1.2672	-1.36	-1.4225	-1.4125	-1.5697	-1.6193	-1.4298	-1.1891	-0.9993	-0.5149	-0.2426
PF3D7_0627600	-0.0994	-0.0382	-0.0032	0.0447	0.0818	0.0655	0.0829	0.0775	0.0733	0.0553	0.0779	0.0784	0.0748	0.1221	0.1138	0.1358	0.1584	0.158	0.0657	0.0577	0.0446	0.0132	-0.0188	-0.0048	0.0046	-0.0265	-0.0277	0.0047	0.0315	0.0079	0.0195	0.0117	0.0092	0.0023	0.0189	0.0377	0.0426	0.039	0.0393	0.0442	0.0846	0.1077	0.1178	0.1137	0.1071	0.1189	0.0874	0.0848	0.0734	0.0582	-0.0189	-0.0254	-0.0286
PF3D7_0627700	-0.2266	-0.0585	0.0121	0.07	-0.0129	-0.061	-0.1238	-0.1629	-0.146	-0.0936	-0.1255	-0.1194	-0.1418	-0.2071	-0.2568	-0.2728	-0.2424	-0.2374	-0.2101	-0.1542	-0.1384	-0.1914	-0.1805	-0.1581	-0.117	-0.0359	0.0455	0.0418	0.0293	0.0157	-0.0224	-0.0242	-0.0021	-0.0116	-0.0149	-0.0709	-0.1531	-0.1477	-0.1306	-0.1795	-0.1404	-0.0948	-0.117	-0.1966	-0.2208	-0.2505	-0.2979	-0.3136	-0.2593	-0.1803	-0.2088	-0.2048	-0.326
PF3D7_0627800	0.2426	0.1436	0.0853	-3e-04	-0.1012	-0.1198	-0.1601	-0.2152	-0.1846	-0.1255	-0.1305	-0.1501	-0.1295	-0.193	-0.2072	-0.2881	-0.2823	-0.2836	-0.2055	-0.2092	-0.1649	-0.17	-0.0978	-0.1057	-0.0554	-5e-04	0.0409	-0.024	0	0.0108	-0.0097	0.0245	0.0506	0.0172	-0.0257	-0.0323	-0.0782	-0.0547	-0.0104	-0.1286	-0.1466	-0.1429	-0.1451	-0.1876	-0.0808	-0.0315	-0.0291	-0.0356	-0.0161	0.0362	0.0031	-0.0128	-0.1056
PF3D7_0627900	0.5783	0.3314	0.1997	0.0429	0.0019	0.0539	0.0646	0.0596	0.155	0.2892	0.2912	0.3567	0.4062	0.4135	0.3576	0.2653	0.1786	0.1031	0.0203	-0.0537	-0.0814	-0.1886	-0.1595	-0.1849	-0.1829	-0.1421	-0.1254	-0.1247	-0.1547	-0.1719	-0.2069	-0.1074	-0.1174	-0.0728	-0.0292	-0.0317	-0.0777	-0.0403	-0.0284	-0.076	-0.0368	-0.0682	-0.1251	-0.1666	-0.157	-0.1825	-0.1142	-0.1069	-0.0444	-0.0293	0.0355	0.0583	0.1074
PF3D7_0628000	0.0244	-0.0831	-0.1589	-0.254	-0.2701	-0.2752	-0.2831	-0.2658	-0.2586	-0.211	-0.1834	-0.1134	-0.058	0.0629	0.1758	0.2058	0.2139	0.2142	0.1792	0.0942	0.0883	0.077	0.0931	0.1049	0.1454	0.113	0.1056	0.1252	0.1575	0.1313	0.1741	0.2096	0.1657	0.0946	0.0486	-0.0048	-0.0993	-0.1056	-0.1391	-0.1223	-0.1313	-0.1243	-0.1268	-0.1088	-0.1302	-0.1023	-0.094	-0.13	-0.1121	-0.1095	-0.1301	-0.1276	-0.1614
PF3D7_0628100	-0.0321	-0.0172	0.0214	0.0748	0.0883	0.1301	0.0888	-0.0049	-0.1388	-0.3259	-0.6271	-0.8688	-1.0463	-1.3711	-1.5612	-1.6162	-1.7249	-1.7706	-1.6002	-1.5398	-1.5774	-1.5063	-1.4988	-1.4961	-1.4623	-1.3299	-1.2281	-1.1468	-1.0269	-0.8552	-0.626	-0.4102	-0.167	-0.0257	0.0541	0.071	0.0766	0.0237	0.0576	0.0745	0.1555	0.3352	0.5944	0.8235	1.0566	1.1913	1.289	1.2983	1.1888	0.9895	0.6562	0.167	-0.4793
PF3D7_0628200	-0.4062	-0.2224	-0.167	-0.0562	0.0031	-0.0717	-0.0674	0.0163	-0.0333	-0.0982	-0.115	-0.1021	-0.2576	-0.2853	-0.326	-0.2281	-0.1681	-0.1047	-0.1231	-0.0753	-0.0923	-0.1483	-0.1478	-0.1215	-0.1023	-0.109	-0.0271	-0.0892	-0.1061	-0.1752	-0.1892	-0.3318	-0.2715	-0.2273	-0.1947	-0.2316	-0.1769	-0.2007	-0.2032	-0.0625	-0.0104	0.0171	0.0498	0.0593	-0.0716	-0.0594	-0.0716	-0.0836	-0.1586	-0.1505	-0.3422	-0.5028	-0.7365
PF3D7_0628300	0.8232	0.5941	0.4787	0.2309	0.0457	0.0941	0.0773	-0.1562	-0.1796	-0.24	-0.5128	-0.8669	-0.8041	-1.1266	-1.274	-1.618	-1.7649	-2.0663	-2.012	-2.1112	-2.0934	-2.1244	-2.1833	-2.1667	-2.2039	-2.1603	-2.1601	-2.1187	-2.0494	-1.8985	-1.7335	-1.4281	-1.156	-1.0244	-0.8068	-0.5762	-0.4258	-0.2356	-0.223	-0.4453	-0.4741	-0.3911	-0.3636	-0.2512	0.1252	0.3193	0.3327	0.3194	0.7355	0.9518	1.1063	1.4221	1.3229
PF3D7_0628600	-0.0805	-0.0222	0.0135	0.0745	0.1158	0.1307	0.1843	0.2386	0.2379	0.2221	0.2466	0.2372	0.2026	0.2217	0.2562	0.2683	0.2752	0.2874	0.2685	0.2365	0.2033	0.1657	0.1233	0.0731	0.0382	-0.0024	-0.0266	-0.0251	-0.0377	-0.0482	-0.0459	-0.0611	-0.0779	-0.058	-0.0851	-0.08	-0.095	-0.1052	-0.1314	-0.141	-0.1208	-0.1295	-0.1524	-0.1724	-0.1521	-0.1922	-0.1696	-0.162	-0.0303	-0.0196	0.0436	0.1075	0.0458
PF3D7_0628700	-0.0811	-0.1156	-0.1492	-0.1732	-0.1225	-0.0173	0.0391	0.059	0.1205	0.1864	0.2311	0.3172	0.3894	0.5439	0.6384	0.5542	0.5478	0.5445	0.3686	0.2342	0.206	0.1278	0.0496	0.0421	0.0117	0.0512	0.0513	0.1317	0.1589	0.1619	0.1153	0.118	0.097	0.0844	0.0915	0.0724	0.036	0.0412	0.0364	0.0491	0.0396	0.0468	-0.0258	-0.0886	-0.1634	-0.1625	-0.2274	-0.2168	-0.2437	-0.1988	-0.1756	-0.0892	0.079
PF3D7_0628800	-0.3602	-0.2944	-0.3857	-0.3355	-0.4839	-0.5977	-0.6052	-0.5728	-0.616	-0.4788	-0.4336	-0.371	-0.3049	-0.2242	-0.1734	-0.0408	-0.0105	0.0191	0.0339	0.0596	0.0754	0.1457	0.183	0.2151	0.2321	0.2166	0.1832	0.168	0.1602	0.1309	0.1448	0.1613	0.195	0.1807	0.1839	0.1852	0.1659	0.1436	0.0982	0.0455	0.0105	-0.0215	-0.0649	-0.0957	-0.089	-0.1601	-0.1835	-0.1776	-0.2815	-0.2651	-0.2479	-0.2579	-0.0785
PF3D7_0628900	-0.4717	-0.4499	-0.4081	-0.3876	-0.4027	-0.4167	-0.3972	-0.4284	-0.3858	-0.3208	-0.2419	-0.2624	-0.1247	-0.0868	0.0132	0.0599	0.2319	0.26	0.2913	0.3025	0.3345	0.2939	0.3715	0.3669	0.3632	0.3761	0.362	0.2831	0.3262	0.314	0.304	0.3474	0.3128	0.2513	0.2393	0.1934	0.1053	0.0435	0.0152	0.0218	-0.0344	-0.0632	-0.0444	-0.0948	-0.1734	-0.1796	-0.1917	-0.2244	-0.2262	-0.1714	-0.1523	-0.1097	-0.0327
PF3D7_0629100	0.0313	0.0103	-0.0312	-0.0452	-0.0723	-0.1665	-0.2035	-0.2094	-0.2476	-0.2634	-0.2318	-0.2036	-0.1991	-0.1751	-0.1809	-0.1155	-0.1218	-0.1162	-0.0968	-0.0104	0.015	0.0704	0.076	0.1128	0.1167	0.152	0.1464	0.1961	0.1713	0.1577	0.1053	0.1076	0.0818	0.1163	0.1393	0.1702	0.1559	0.1887	0.1555	0.1414	0.1303	0.1286	0.0574	0.01	-0.0626	-0.1253	-0.1641	-0.1403	-0.1269	-0.0975	-0.1023	-0.1066	-0.1405
PF3D7_0629200	-0.2584	-0.2933	-0.3673	-0.4482	-0.5197	-0.5944	-0.6596	-0.6517	-0.6128	-0.5372	-0.5169	-0.4647	-0.3195	-0.3587	-0.2878	-0.2106	-0.2018	-0.2443	-0.1464	-0.1228	-0.1162	-0.0678	-0.0247	0.0157	0.0711	0.0875	0.1051	0.1091	0.1106	0.0717	0.0683	0.0589	0.0166	-0.04	-0.051	-0.0677	-0.0998	-0.0772	-0.0354	-0.0766	-0.1525	-0.2104	-0.3145	-0.426	-0.5179	-0.5619	-0.6112	-0.6216	-0.6733	-0.6154	-0.5424	-0.4653	-0.3063
PF3D7_0629300	0.3965	0.2394	0.1947	0.1212	0.235	0.3507	0.3607	0.3166	0.2964	0.1572	0.0235	-0.0475	-0.0646	-0.2181	-0.2728	-0.3161	-0.368	-0.3814	-0.2721	-0.3254	-0.4088	-0.3831	-0.502	-0.561	-0.5548	-0.574	-0.6449	-0.5952	-0.5896	-0.5059	-0.3931	-0.3076	-0.2171	-0.1335	-0.0641	0.0212	0.0534	0.1023	0.179	0.1399	0.1084	0.1295	0.1742	0.2225	0.4785	0.6874	0.9269	0.9992	1.1726	0.9853	0.8796	0.7002	0.3787
PF3D7_0629400	-0.7413	-0.6785	-0.713	-0.7033	-0.7886	-0.9439	-0.9696	-0.987	-1.0018	-0.8464	-0.7198	-0.6293	-0.5213	-0.4346	-0.3483	-0.1927	-0.1021	0.023	0.1032	0.1793	0.2245	0.2741	0.2617	0.2938	0.2957	0.3313	0.3313	0.4234	0.4354	0.3948	0.3324	0.316	0.2287	0.19	0.1954	0.1782	0.1256	0.1059	0.0733	0.0779	0.0356	0.0429	-0.0749	-0.1658	-0.3255	-0.3919	-0.494	-0.5165	-0.5721	-0.5163	-0.5611	-0.5492	-0.4977
PF3D7_0629500	0.0208	-0.0432	-0.038	-0.0656	-0.1123	-0.0123	-0.0429	-0.0764	-0.0205	0.1122	0.0814	0.1211	0.128	0.1074	0.0583	-0.0147	-0.0992	-0.0884	-0.1393	-0.2123	-0.2291	-0.285	-0.2696	-0.2446	-0.1982	-0.1587	-0.1073	-0.1454	-0.1818	-0.2691	-0.3124	-0.2639	-0.2739	-0.2777	-0.213	-0.2369	-0.3204	-0.3073	-0.3779	-0.4242	-0.5033	-0.5587	-0.6289	-0.5645	-0.5084	-0.2759	-0.1634	-0.14	0.1123	0.2132	0.2618	0.4965	0.4543
PF3D7_0629700	-0.5301	-0.3016	-0.2337	-0.1075	-0.1469	-0.3061	-0.3281	-0.3553	-0.4684	-0.5219	-0.4786	-0.5009	-0.5472	-0.5859	-0.6038	-0.5136	-0.4841	-0.4143	-0.3503	-0.2445	-0.2037	-0.1045	-0.0857	-0.0318	0.0124	0.0172	0.0729	0.0633	0.1056	0.0402	0.0225	-0.1145	-0.0884	-0.0981	-0.0521	-0.0285	0.064	0.0381	0.0035	0.0497	0.0092	0.0038	-0.007	0.025	-0.0556	-0.0571	-0.114	-0.1072	-0.1821	-0.1645	-0.2812	-0.3653	-0.5073
PF3D7_0629900	0.3616	0.3297	0.3666	0.3568	0.4165	0.4973	0.5719	0.5565	0.6108	0.6714	0.6668	0.665	0.6907	0.6522	0.5477	0.3907	0.2215	0.0963	-0.0063	-0.11	-0.1736	-0.2215	-0.256	-0.275	-0.2847	-0.2614	-0.3115	-0.3212	-0.3669	-0.3547	-0.3918	-0.3278	-0.3636	-0.3273	-0.3541	-0.3466	-0.3423	-0.27	-0.2572	-0.1665	-0.062	-0.0386	-0.0549	-0.094	-0.1347	-0.234	-0.2502	-0.3137	-0.2671	-0.2772	-0.1813	-0.0835	0.034
PF3D7_0630100	0.1945	0.1959	0.1976	0.1536	0.2006	0.2924	0.292	0.283	0.3264	0.3085	0.2977	0.2915	0.2686	0.3056	0.2987	0.1792	0.0557	0.0343	-0.0421	-0.1608	-0.2108	-0.2108	-0.2171	-0.2417	-0.2907	-0.3015	-0.3307	-0.3507	-0.3786	-0.3198	-0.2777	-0.2176	-0.1956	-0.1784	-0.1536	-0.119	-0.0977	-0.0199	0.0143	0.0338	0.0302	-7e-04	-0.0325	0.021	0.1386	0.259	0.3713	0.396	0.6035	0.5662	0.5228	0.5378	0.2303
PF3D7_0630300	-0.1713	-0.1563	-0.2194	-0.2396	-0.3744	-0.486	-0.5204	-0.5823	-0.5954	-0.5169	-0.5277	-0.5858	-0.5272	-0.6139	-0.6359	-0.6164	-0.5692	-0.5417	-0.432	-0.3405	-0.2168	-0.1166	0.0054	0.106	0.1627	0.2209	0.2837	0.2301	0.2405	0.2218	0.2217	0.2371	0.2787	0.2541	0.2934	0.2982	0.283	0.291	0.2993	0.281	0.2426	0.2235	0.1985	0.1649	0.1283	0.104	0.084	0.0686	-0.0702	-0.0774	-0.1429	-0.2367	-0.1595
PF3D7_0630600	-0.1906	-0.1494	-0.161	-0.1877	-0.3053	-0.3675	-0.4715	-0.5932	-0.6745	-0.683	-0.8296	-0.8486	-0.7824	-0.8339	-0.7845	-0.6305	-0.6187	-0.5247	-0.3688	-0.3301	-0.31	-0.249	-0.3237	-0.2961	-0.2133	-0.1985	-0.199	-0.1473	-0.0932	-0.0227	0.048	0.1119	0.1687	0.1506	0.0786	0.0789	0.0945	0.1011	0.0486	-0.1251	-0.2007	-0.1854	-0.1948	-0.1358	0.0484	0.0689	0.0098	0.0341	-0.0412	-0.1291	-0.1947	-0.323	-0.4687
PF3D7_0630700	0.2752	0.3723	0.4097	0.3872	0.3814	0.3552	0.2884	0.2629	0.2867	0.3054	0.3652	0.3607	0.4128	0.4087	0.4	0.2621	0.1908	0.1539	0.1072	0.053	0.0411	0.0303	-0.0251	-0.0511	-0.0724	-0.0637	-0.0936	-0.0906	-0.0834	-0.0537	-0.0769	-0.0295	-0.042	-0.0759	-0.0702	-0.0418	-0.0603	-0.0572	0.0085	-0.0059	0.0284	0.0624	0.0826	0.0562	0.0815	0.0461	0.0218	0.0049	0.143	0.2115	0.475	0.7886	1.1083
PF3D7_0630900	-0.295	-0.114	0.0283	0.1465	0.2606	0.344	0.385	0.5048	0.557	0.5676	0.6074	0.6119	0.5327	0.5395	0.5346	0.5281	0.542	0.5355	0.4682	0.4097	0.3144	0.2316	0.2614	0.2304	0.182	0.1783	0.1321	-0.0044	-0.0899	-0.1324	-0.1949	-0.2383	-0.2665	-0.2498	-0.2887	-0.3732	-0.4263	-0.4516	-0.5324	-0.5575	-0.5587	-0.5764	-0.6058	-0.5964	-0.5981	-0.5513	-0.548	-0.5704	-0.4611	-0.3548	-0.2781	-0.0914	0.0024
PF3D7_0631200	0.1987	0.2112	0.3007	0.3301	0.3689	0.4655	0.4701	0.4724	0.5081	0.5257	0.5213	0.5216	0.4554	0.4883	0.5392	0.4498	0.4512	0.4698	0.3309	0.1853	0.1127	0.03	0.0455	0.0312	0.0335	0.0319	-0.0527	-0.1144	-0.1471	-0.1484	-0.1982	-0.1682	-0.2169	-0.2101	-0.2629	-0.1981	-0.176	-0.2211	-0.2113	-0.2053	-0.2445	-0.2348	-0.154	-0.1267	-0.0541	0.0156	0.004	0.0029	0.0918	0.1176	0.2117	0.3747	0.4529
PF3D7_0631500	0.3499	0.3787	0.4576	0.5326	0.5565	0.6713	0.6875	0.7002	0.7033	0.7115	0.8036	0.8577	0.8446	0.9371	0.9714	0.7792	0.6726	0.6068	0.4297	0.2619	0.1719	0.036	-0.0622	-0.1884	-0.2273	-0.2718	-0.3303	-0.2442	-0.2405	-0.255	-0.2409	-0.2128	-0.3206	-0.3005	-0.3084	-0.3484	-0.3505	-0.3337	-0.3434	-0.2966	-0.2607	-0.2603	-0.2729	-0.2423	-0.2864	-0.2389	-0.2516	-0.2306	-0.0729	0.0532	0.3183	0.7053	1.0623
PF3D7_0631600	0.1925	0.3067	0.4559	0.5305	0.6284	0.7145	0.7409	0.8123	0.8803	0.8677	0.9404	0.9539	0.896	0.9318	0.941	0.8479	0.7943	0.6522	0.4981	0.3727	0.2544	0.1522	0.1632	-0.0287	-0.1455	-0.254	-0.4045	-0.4983	-0.4562	-0.4891	-0.5175	-0.4942	-0.537	-0.5241	-0.5416	-0.5579	-0.5805	-0.587	-0.6308	-0.5331	-0.4541	-0.3679	-0.3397	-0.2684	-0.3	-0.222	-0.2551	-0.2906	-0.0849	0.0695	0.2203	0.5795	0.7485
PF3D7_0631800	0.021	0.0902	0.1234	0.124	0.0844	0.0874	0.0529	0.0321	0.0926	0.1003	0.0995	0.1062	0.1087	0.0496	0.0712	0.0262	-0.0081	-0.0303	-0.0027	-0.0182	0.005	0.0578	0.1305	0.099	0.1093	0.0797	0.0511	0.0034	0.0286	0.0101	0.0825	0.0893	0.0888	0.0776	0.1026	0.0901	0.0994	0.1321	0.1213	0.1232	0.1158	0.151	0.1416	0.167	0.1876	0.1702	0.1418	0.1193	0.149	0.1158	0.1332	0.1351	0.0967
PF3D7_0631900	-0.0772	-0.0616	-0.0569	-0.0364	-0.0461	-0.0259	-0.0294	-0.0303	-0.002	-0.0074	-0.0596	-0.0324	-0.0234	-0.0451	-0.018	0.0416	0.0317	0.0284	0.0729	0.0775	0.0369	0.0498	0.0171	-0.021	-0.0233	-0.0267	-0.0293	-0.0079	-0.0173	-0.0279	0.0037	-0.0135	0.0159	0.0102	0.011	0.0086	-0.0056	-0.0182	-0.0296	-0.0476	-0.0703	-0.0553	-0.059	-0.0373	-0.0316	-0.0172	-0.0264	-0.0391	-0.064	-0.0513	-0.0307	0.0046	0.0715
